lat,lon,response,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmin11,tmin12,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmax11,tmax12,ppt1,ppt2,ppt3,ppt4,ppt5,ppt6,ppt7,ppt8,ppt9,ppt10,ppt11,ppt12,aet1,aet2,aet3,aet4,aet5,aet6,aet7,aet8,aet9,aet10,aet11,aet12,pet1,pet2,pet3,pet4,pet5,pet6,pet7,pet8,pet9,pet10,pet11,pet12,pack1,pack2,pack3,pack4,pack5,pack6,pack7,pack8,pack9,pack10,pack11,pack12,soilm1,soilm2,soilm3,soilm4,soilm5,soilm6,soilm7,soilm8,soilm9,soilm10,soilm11,soilm12,vpd1,vpd2,vpd3,vpd4,vpd5,vpd6,vpd7,vpd8,vpd9,vpd10,vpd11,vpd12
42.4073,-111.5443,0,-12.54033,-11.46067,-9.961334,-5.800668,-0.9340001,3.388333,8.060332,7.493999,2.839666,-2.514333,-8.333334,-11.31367,-1.705667,1.192333,3.317333,6.374,12.44133,16.679,22.36733,21.48367,16.06867,9.218999,2.734333,-0.8806668,131.155,110.1247,88.30135,92.54799,64.16534,62.15001,31.13234,41.78033,46.55567,49.87801,87.23134,121.3807,10.38853,9.875813,11.39708,20.45681,42.24514,55.82437,70.38029,59.2087,37.58424,24.44058,13.024,11.00395,18.26828,18.5194,23.13846,26.62624,42.24514,56.41634,78.84154,70.00636,44.30289,27.08137,18.36109,17.65539,360.091,468.5252,551.1263,560.2374,65.35966,0,0,0,0.000519768,15.12662,101.389,222.7697,97.25331,89.06783,83.371,116.0221,180,172.3535,132.9581,114.4607,121.3191,129.8343,117.7793,106.7753,0.1309249,0.1624241,0.213419,0.3054018,0.4873825,0.6179017,0.9799248,0.9775641,0.657006,0.3982438,0.1904555,0.1250367
43.2156,-111.8637,0,-9.706666,-8.540333,-7.332332,-3.100667,1.972333,6.048667,11.55167,10.75367,5.715334,0.6203334,-5.544334,-9.468332,-1.576,0.716,3.354667,7.163333,13.598,19.251,24.24067,23.17733,18.283,11.33233,3.227,-0.6036667,76.84,59.585,58.63366,55.82733,52.11233,47.75533,21.848,31.57367,35.198,35.00367,55.519,71.033,7.002183,6.508594,8.567348,23.81102,41.24092,54.96557,62.49789,49.3376,32.98085,23.66414,9.738348,6.852879,15.45085,15.71106,19.84982,24.97918,41.24092,56.92139,79.30458,69.47205,44.31618,27.33514,15.78035,14.86603,200.0291,257.7669,304.3611,221.7702,2.674642,0,0,0,0,1.361423,52.75188,123.7849,53.46943,48.80817,49.32146,106.0445,130,115.2911,74.64126,56.8773,59.09446,69.02837,63.41858,56.56569,0.1569701,0.1625455,0.2226652,0.3201894,0.532621,0.7477699,1.196535,1.234164,0.8062038,0.4856181,0.1804554,0.1224688
43.1728,-112.0363,0,-10.15967,-8.506333,-6.857,-2.086,2.53,7.002335,10.93067,10.31933,5.446,0.314,-5.122,-8.947002,-1.273667,1.829,4.711,11.13233,17.54467,22.78967,28.154,26.96334,21.79034,14.95633,5.407999,0.05699997,38.89367,33.063,33.04499,32.88367,39.58633,38.07766,18.198,23.43833,25.89266,26.159,31.30133,40.01033,3.4014,3.548345,7.736537,28.08558,44.94244,56.20855,51.14758,36.10822,27.1463,21.21651,8.298426,3.090441,14.78332,15.07411,19.29604,28.08558,45.56028,62.49346,83.58419,73.40313,46.86144,29.13684,15.68769,14.22875,102.7115,133.8281,153.4543,43.41846,0,0,0,0,0,0.1205809,24.62585,64.63618,16.69329,15.0913,19.63298,82.86756,85.70541,64.68719,31.73761,19.06773,17.81409,22.636,21.13365,18.04321,0.1156887,0.1500203,0.2130363,0.4063867,0.6483055,0.8841164,1.319177,1.311658,0.9092634,0.55023,0.2194681,0.1195486
43.1742,-111.6827,0,-11.62667,-10.94833,-9.24,-4.725999,0.09900001,3.982333,8.081666,7.026667,2.652667,-2.349,-7.56,-11.14733,-2.192,0.9853332,3.439334,8.448333,14.49967,20.127,25.04967,23.78967,18.80367,11.75233,2.898,-1.228667,88.20499,65.67033,63.59267,54.84134,51.00734,38.882,18.616,26.47167,28.20533,32.89567,58.29366,81.221,9.341818,9.150681,11.32052,27.50606,47.11791,62.75861,73.66576,58.20647,38.13389,25.94729,11.15476,9.497462,18.1798,18.48826,23.24802,29.15128,47.11791,64.67787,86.36347,74.58039,48.26569,29.65385,18.37044,17.54495,232.7471,298.0094,355.9343,266.3082,7.12838,0,0,0,0,4.052706,60.98585,142.2069,144.3965,135.6538,130.0011,218.3755,290,265.3915,210.3418,178.607,168.6785,171.5741,161.7799,152.2824,0.1318528,0.1679175,0.1953693,0.3185602,0.4974074,0.6865773,1.061274,1.010489,0.7348426,0.4266203,0.180881,0.1296391
43.396,-111.543,0,-10.43067,-9.310666,-8.174665,-3.520667,1.442667,5.411333,10.62167,9.659667,4.927001,0.007333342,-5.990333,-9.740665,-1.989,0.4123334,3.074,7.284667,13.55333,18.891,24.73667,23.768,18.86134,11.696,2.951333,-1.000667,61.07467,43.70533,52.80866,53.46734,53.245,53.78466,25.65233,34.60667,40.97701,35.601,49.467,56.32033,4.442328,3.626255,4.928292,27.63825,49.70482,63.05376,59.58088,43.91859,34.6129,26.12406,7.880713,4.425955,18.88134,19.2175,24.22775,30.36307,49.70482,67.77298,96.14597,83.99242,54.00181,33.22801,19.24134,18.18896,165.925,208.9082,255.9228,197.6309,4.516773,0,0,0,0,1.542973,48.30427,104.6246,12.43371,9.529527,9.93847,50.90124,70,54.32157,20.39304,11.08111,17.30445,24.51695,19.34194,14.91598,0.1565186,0.1772652,0.2093507,0.3121947,0.5144781,0.7252423,1.220149,1.140851,0.8092109,0.4765801,0.2182394,0.159008
43.357,-111.3716,0,-11.16767,-10.22433,-8.851334,-4.328333,0.6246668,4.688,9.630335,8.808666,4.241333,-0.5773333,-6.713332,-10.445,-2.656,-0.2483333,2.545333,6.761,13.009,18.13367,23.90833,23.03933,17.93333,10.75133,2.214,-1.586667,66.066,47.13267,54.89333,51.85699,52.233,56.61767,26.32367,35.598,40.29266,37.99267,52.45934,63.672,0,0,1.223769,22.59315,46.69693,48.34267,26.32406,34.14381,30.41509,23.82044,1.719843,4.43E-17,18.52838,18.85113,23.6929,28.63581,46.69693,63.5285,89.40274,78.64781,50.41657,31.03667,18.77667,17.87508,185.3882,232.5208,285.2254,250.3817,11.7999,0,0,0,0,3.299754,54.03975,117.7117,0,0,3.33E-05,0.000666667,0.001,4.00E-04,5.09E-17,6.67E-05,0.000333333,5.00E-04,4.43E-17,0,0.1365923,0.1560589,0.1924153,0.2914274,0.4906116,0.6966817,1.123275,1.069874,0.7664326,0.4391365,0.2002343,0.1412911
43.1772,-111.3742,0,-12.93333,-12.15533,-10.368,-4.741333,-0.05999999,3.535667,7.171666,6.438667,1.918667,-2.709667,-8.030667,-11.94833,-1.935,1.044667,3.458667,8.479,15.05767,20.09534,25.75534,24.55367,19.72167,12.912,3.455,-1.105,61.36033,43.10466,47.40733,46.02199,52.22066,54.05167,24.379,31.823,36.186,35.24767,46.717,55.24434,0,0,1.239946,23.84404,43.53309,43.86361,24.37947,30.42325,26.70095,21.72104,1.124285,2.95E-17,16.58005,16.85159,21.14215,26.58591,43.53309,58.11051,78.27821,68.37679,44.26217,27.76958,16.76115,16.00107,166.8216,209.9262,255.9742,195.3107,4.596398,0,0,0,0,3.078911,48.67212,103.9165,0,0,3.33E-05,0.000866667,0.001,0.000466667,-1.27E-16,6.67E-05,0.000333333,5.00E-04,2.95E-17,0,0.122141,0.1430757,0.1879643,0.3327744,0.5271676,0.7100832,1.082204,1.024239,0.7360992,0.4529923,0.1946546,0.1161997
43.0383,-111.2534,0,-11.87067,-10.93633,-9.793668,-4.860333,-0.174,4.397,8.528,8.111002,3.21,-1.657667,-7.245667,-10.80866,-2.785,-0.1006667,2.125667,7.428334,13.284,18.22,23.69666,22.47,17.71733,11.16,2.272667,-1.571,90.25533,68.05767,82.32667,72.86301,55.76433,53.40433,25.999,30.64633,35.544,41.48734,69.95734,78.918,0,0,0,22.59888,44.20844,46.9264,25.99947,29.77119,27.15496,23.66146,0.904827,-1.16E-19,17.94537,18.22581,22.81915,27.71963,44.20844,60.76781,82.74195,72.92627,46.76099,29.34372,18.0801,17.32309,245.0139,313.0715,395.3981,345.8718,22.40003,0,0,0,0,4.797328,73.85044,152.7685,0,0,0,0.000766667,0.001,0.000466667,5.09E-17,6.67E-05,3.00E-04,6.00E-04,-1.16E-19,0,0.1513634,0.1728771,0.2020452,0.3263215,0.4984262,0.6979757,1.114864,1.060831,0.7365777,0.4698653,0.2200243,0.1539073
42.8632,-111.0588,0,-11.99933,-11.47667,-10.36267,-5.388,-0.8193333,3.042334,6.807333,6.649333,2.054333,-2.313,-7.950334,-11.24867,-1.993667,0.7003334,2.844666,7.699333,14.195,19.20334,24.701,23.63067,18.63467,12.11,2.857333,-1.182667,72.669,58.27266,59.33335,52.145,59.71233,57.256,30.861,36.497,37.21,41.23667,54.27633,66.7,0,0,0.08675034,20.46701,42.63598,46.29682,30.8615,34.8415,27.52068,23.59202,0.896798,4.06E-17,17.21465,17.46689,21.85212,26.29354,42.63598,57.42804,77.42372,69.11952,44.42366,28.36996,17.35774,16.62315,198.7948,257.0674,316.314,280.6591,15.73684,0,0,0,0,4.206168,57.58637,124.2864,0,0,0,7.00E-04,0.001,5.00E-04,5.54E-16,1.00E-04,3.00E-04,0.000666667,4.06E-17,0,0.1631388,0.1814416,0.1931054,0.3122624,0.4940882,0.6702229,1.056127,1.054793,0.7367446,0.4662451,0.2116557,0.1638651
42.7235,-111.2392,0,-12.137,-11.43367,-10.27133,-5.285,-0.7066666,3.376667,7.163666,7.004667,2.298333,-2.229333,-7.817,-11.07733,-2.427666,0.02033333,2.145,7.085666,13.52567,18.55933,23.899,22.96767,18.06534,11.424,2.344667,-1.562333,113.1836,85.65066,77.91934,77.32835,57.655,55.79067,28.64933,36.87666,37.638,42.451,77.175,102.689,9.188833,8.689005,10.03869,16.43403,30.2381,40.84717,52.05526,45.81563,29.09556,19.4311,10.79966,9.442754,12.46195,12.63482,15.79513,18.76339,30.2381,41.06078,55.1465,49.46286,31.77365,20.11547,12.55306,12.03691,301.9818,387.6325,465.5518,431.499,28.10816,0,0,0,0,5.85745,81.88256,184.5715,128.1818,119.4928,109.4541,147.2207,180,175.9369,151.8792,141.5286,145.605,155.6308,145.981,136.5382,0.1404414,0.1522914,0.1826747,0.3069564,0.4901958,0.6880348,1.053929,1.035378,0.7109439,0.4494027,0.1972169,0.1305428
42.6694,-111.0665,0,-13.07767,-12.09733,-10.561,-5.292,-0.8956667,2.770667,6.342,6.004667,1.452667,-2.844,-8.386,-12.07,-1.852333,0.879,3.084,8.142333,14.74067,19.743,25.19234,24.17666,19.10333,12.58,3.183667,-1.044,65.02033,51.37334,50.64433,49.89967,51.93766,54.462,25.774,31.396,37.333,38.227,48.284,58.84133,0,0,0.04842475,19.52526,37.71313,41.22316,25.77453,29.69756,26.11982,20.54045,0.8214878,4.06E-17,15.0494,15.25336,19.06423,23.27742,37.71313,50.4282,67.481,60.06026,38.56567,24.71074,15.16897,14.53766,177.3804,228.7538,279.3497,236.7631,9.683676,0,0,0,0,4.111944,51.57508,110.4164,0,0,0,0.0008,0.001,0.000533333,2.29E-16,1.00E-04,0.000433333,0.000633333,4.06E-17,0,0.1391153,0.1600075,0.1730923,0.3028287,0.4814084,0.6434566,1.009258,1.004596,0.6859804,0.4448475,0.1928064,0.1381637
42.5835,-111.8538,0,-11.29967,-9.810667,-7.411,-2.317667,2.152667,6.256999,10.134,9.242334,4.492666,-0.5476667,-5.806,-9.888334,-0.841,1.838,4.839666,11.15934,17.821,22.84567,28.40567,27.42333,22.559,15.55467,5.682001,0.2366667,43.535,36.29266,35.70633,39.48034,42.456,46.15,20.56767,28.04134,30.75833,28.45267,33.76266,40.72967,5.687459,5.313718,10.53998,34.21611,54.91064,67.9625,71.07571,54.15984,36.89912,27.17164,10.59793,5.28524,18.26722,18.55897,23.78862,34.21611,55.59296,74.84855,100.62,88.3293,57.18127,35.58348,19.35547,17.61847,110.8817,145.6091,165.6806,51.51512,0,0,0,0,0,0.2475202,26.69063,67.4203,48.51196,44.76361,49.85838,145.0405,167.7961,141.6949,91.18681,65.0683,58.92751,59.96102,56.68264,51.3974,0.1264647,0.1560411,0.2194126,0.4070063,0.6497527,0.9138063,1.375346,1.312451,0.9380593,0.5557235,0.2326814,0.1302573
42.887,-111.221,0,-12.24,-11.525,-10.348,-5.357333,-0.7563334,3.506,7.292001,7.458666,2.266334,-1.835,-7.857333,-10.838,-2.464334,0.1346667,2.277667,6.783667,13.14633,17.91067,23.85733,22.68733,17.862,11.42067,2.388666,-1.554,97.38534,74.96833,72.7,70.39133,56.75533,54.698,27.07566,35.82333,38.03667,41.06268,74.53267,87.41967,9.583523,8.907979,10.09105,18.97775,37.61802,50.44915,62.92986,53.66695,33.9929,23.94117,11.60286,9.897305,15.67851,15.9097,19.90418,23.44912,37.61802,50.97227,69.76531,62.72231,39.75471,25.6697,15.78003,15.13932,266.2144,341.1827,413.8827,396.8141,32.5435,0,0,0,0,4.740209,78.49626,165.9159,105.3032,96.3952,86.30415,125.7942,180,172.4089,136.5547,118.7111,121.8604,133.5189,122.6926,112.7954,0.1510309,0.1692919,0.1998387,0.3117377,0.4914996,0.6744898,1.064169,1.049961,0.7267848,0.4791091,0.2140623,0.156907
44.5235,-111.8788,0,-14.08733,-12.38666,-11.41433,-6.575667,-1.504,2.434,5.701666,5.688334,1.457667,-2.993334,-9.498333,-12.59534,-6.455001,-3.058334,-0.4033334,4.839666,10.531,15.73533,21.554,20.00633,15.1,8.068333,-1.074667,-4.931,107.1647,87.17567,104.3417,76.91832,80.16899,92.524,40.75333,46.11499,52.078,60.30833,77.66799,98.50167,10.14882,9.146482,9.967843,14.77053,39.20776,53.50032,67.02232,57.26992,36.4934,23.41511,13.25994,11.20035,17.71609,18.14756,22.8895,25.70699,39.20776,53.66616,72.2466,63.53002,40.9787,25.35027,17.82182,17.05127,315.0631,402.2388,506.5805,560.7036,158.4657,0,0,0,0.351569,27.78199,105.45,203.9517,75.23288,66.0864,56.11855,63.28627,140,138.8639,111.2674,98.53649,105.7625,110.9346,97.67464,86.47429,0.09424438,0.1300102,0.1752148,0.2770423,0.4402126,0.5730211,0.8620079,0.8529662,0.6191447,0.3783872,0.1496461,0.08843919
44.475,-112.0058,0,-13.36267,-11.429,-9.577332,-3.868,1.020667,5.079,8.936666,8.545334,3.372334,-1.094,-7.592333,-11.72034,-5.725999,-2.434,0.5263333,6.448333,13.264,18.195,24.26333,23.05833,17.30933,10.22467,0.8550001,-4.215333,69.03468,63.42066,66.43733,54.13933,65.80901,78.407,35.059,36.97533,38.538,44.82266,56.08033,71.58334,7.911302,7.13884,7.791963,23.24449,46.01109,61.3437,73.85638,58.26344,36.3706,25.54633,10.46077,8.671336,17.50449,17.92541,22.60349,27.68127,46.01109,62.26331,85.45146,75.15191,46.15148,28.59906,17.63317,16.84939,205.1791,268.5997,335.037,288.3102,10.05483,0,0,0,0,6.638125,62.38611,133.9694,59.40095,52.26211,44.47015,95.66569,140,133.2475,94.45011,73.16201,75.32941,86.60037,76.47194,67.80061,0.094541,0.1339382,0.1904971,0.3287207,0.5432853,0.7059203,1.106865,1.114323,0.732427,0.4596168,0.1725565,0.09226192
44.4797,-111.6909,0,-15.06133,-13.11467,-11.29233,-4.993333,0.08333332,3.742667,6.873667,6.234,1.618667,-2.462,-8.692332,-13.25367,-5.320334,-1.831667,1.144333,6.947666,13.61367,18.64033,24.334,23.25567,17.69067,10.97033,1.282,-3.95,80.24167,62.00867,70.58301,52.44701,64.06068,78.36067,34.915,41.38867,41.55066,44.64233,58.88167,72.50966,8.493129,7.624857,8.274089,23.37509,46.97334,62.106,72.61462,59.20745,37.20244,26.14668,11.1637,9.347911,18.2171,18.65607,23.52588,28.33397,46.97334,63.01791,83.75081,73.3623,45.98953,29.15317,18.33194,17.53503,222.4579,284.4665,355.0495,318.4082,14.81568,0,0,0,0.01960089,8.126842,66.91545,139.4251,61.11596,53.49109,45.217,89.02157,140,133.1646,95.46495,77.64616,81.97478,90.47606,79.40542,70.0575,0.06914899,0.1040906,0.1491698,0.293364,0.4816194,0.6277691,0.9497988,0.9395975,0.6343682,0.4012184,0.151691,0.06574495
44.5246,-111.183,0,-14.68067,-12.50867,-12.096,-7.434667,-1.939667,1.949,5.910334,5.581334,1.036667,-3.84,-9.721334,-13.41833,-6.157333,-2.862,0.045,5.784333,11.73233,16.83433,22.563,20.93733,15.20033,8.598332,-0.6503333,-4.986,175.274,123.9247,133.0863,89.35266,84.73,83.51466,35.92133,45.76633,51.98166,81.18132,120.1737,140.225,7.866997,6.481528,6.378842,11.34626,39.09789,53.00756,63.75875,52.45019,34.0926,23.02938,12.43563,9.624784,17.22056,17.63996,22.24927,24.95018,39.09789,53.21823,72.90911,63.3635,39.41711,24.37099,17.32334,16.57434,480.2307,604.1555,737.2418,795.6105,179.0338,0,0,0,0.5192587,39.24618,159.4198,299.6449,32.7545,26.27299,19.89413,31.73131,80,79.02985,51.19243,42.16356,52.6753,63.87037,51.43475,41.80995,0.08445292,0.1224056,0.1491043,0.2478058,0.3956481,0.5473465,0.8783274,0.8451048,0.5687315,0.3397811,0.1225825,0.07808825
44.4703,-111.3723,0,-16.31733,-15.15033,-13.41867,-6.435333,-0.9626666,3.035,5.735334,4.72,0.2853334,-3.910667,-9.699666,-14.90033,-3.855334,-0.1993333,2.606,8.289333,15.00367,20.06167,25.84766,24.909,19.65367,12.674,2.702,-2.524,115.442,80.77168,85.06168,56.52367,60.74333,73.12766,31.73633,41.979,42.58266,47.26934,68.53834,96.03635,7.684717,6.723124,7.084635,21.91896,44.61389,59.43744,66.50476,54.18239,35.05712,24.8921,10.69602,8.653157,17.11321,17.52384,22.09619,26.48752,44.61389,60.53566,79.55485,69.21677,44.05095,27.60883,17.22848,16.47305,292.2596,373.0312,458.0929,408.4736,15.83208,0,0,0,0.006111726,7.741729,75.99715,172.0334,45.65293,38.9298,31.84516,76.0204,110,102.9543,68.18584,54.76392,61.82997,72.62976,62.21665,53.56349,0.06820056,0.09506272,0.1149396,0.2567751,0.4422544,0.6128767,0.9076815,0.8891466,0.6029721,0.3758911,0.1318529,0.06240169
44.3423,-111.6921,0,-14.318,-12.67267,-10.60033,-4.890666,0.08566666,3.979333,7.369,6.662001,2.076333,-2.447666,-8.455667,-12.744,-4.827001,-1.488,1.381,7.243333,14.136,18.98566,24.87567,23.76067,18.31533,11.42967,1.645333,-3.472667,81.85567,63.35,68.41268,50.45634,62.68833,77.38734,33.427,41.15001,41.41634,43.44066,58.67466,73.61401,7.12429,6.175101,6.440952,21.30572,42.93093,56.74391,65.63822,53.47229,33.92617,24.02174,10.12884,8.108408,16.40942,16.79058,21.15808,25.71914,42.93093,57.65453,77.62348,67.82068,42.78465,26.64169,16.51933,15.7997,223.2615,286.6115,355.0241,306.6174,11.34916,0,0,0,0,6.702578,65.12602,138.74,39.95109,33.77599,27.33504,69.41872,100,94.50517,62.29395,49.38284,56.19292,65.35854,55.48093,47.37252,0.08558831,0.1177742,0.1640193,0.3006939,0.5092655,0.6572337,0.9986544,1.006179,0.687337,0.4258033,0.1494353,0.07641692
44.3447,-111.5039,0,-15.923,-14.35433,-12.85466,-5.973667,-0.7460001,3.177333,5.859666,4.761334,0.4303333,-3.853,-9.559,-14.472,-3.645334,-0.192,2.524,8.239666,14.943,19.86167,25.71067,24.71833,19.38433,12.48167,2.627,-2.599333,95.68433,68.64799,67.82033,51.66733,59.553,71.67101,31.185,39.943,40.83067,43.43567,58.70267,82.01933,7.906484,7.058879,7.614488,22.99336,45.81978,60.57538,68.95638,55.61694,36.00428,25.09954,10.49925,8.732728,17.52777,17.93491,22.60007,27.39515,45.81978,61.73214,81.2373,70.40626,44.86247,28.11934,17.63575,16.8765,247.2637,315.9117,383.732,332.0544,12.0828,0,0,0,0.003981468,7.399072,65.95033,147.9697,54.77639,47.71751,40.10302,89.46262,130,122.174,84.40263,68.49124,73.11428,82.07701,71.72919,62.99646,0.07198086,0.1012905,0.1224267,0.2804686,0.4795116,0.6205062,0.9120012,0.9077256,0.621291,0.3898046,0.1340032,0.06370551
44.3444,-111.1836,0,-14.28633,-12.272,-11.394,-6.717999,-1.571667,2.506333,6.409666,5.999,1.295667,-3.223667,-9.166333,-12.881,-5.2,-1.938,0.9513332,6.357999,12.386,17.571,23.11667,21.71334,15.968,9.324332,0.1613333,-4.327333,176.7287,121.2877,129.5367,90.734,78.76466,81.969,35.51133,47.42034,53.171,71.71266,114.8347,146.505,7.953034,6.56075,6.46982,13.62471,39.87677,54.39913,64.18435,53.46905,34.45051,23.61788,12.52713,9.724234,17.04208,17.43793,21.97383,25.05058,39.87677,54.67039,74.22923,64.83995,40.20893,25.12762,17.13757,16.40885,470.1894,591.4772,721.0139,745.7142,116.9532,0,0,0,0.2300258,25.68755,140.5222,287.0272,33.4982,26.93744,20.46763,40.1152,80,78.29678,49.60492,40.96249,52.64692,64.96503,52.43791,42.71367,0.100418,0.1428761,0.1643964,0.2762626,0.4282357,0.6016247,0.9260365,0.9243243,0.614911,0.3819116,0.1506593,0.09300198
44.2948,-111.2472,0,-15.17267,-13.82833,-11.642,-5.731667,-0.6843334,3.101666,5.905667,4.810333,0.4,-3.714,-9.351666,-14.02533,-3.093,0.3996667,3.084,8.657333,15.10533,20.17367,26.11,24.98633,19.455,12.62767,3.122667,-1.882333,108.7777,72.86466,74.65501,57.41033,58.53867,70.31167,32.012,43.168,44.08867,47.13433,65.81767,92.791,3.833979,2.51155,1.910018,23.45817,46.39652,59.56153,55.11699,45.14203,31.97529,25.02608,9.750507,5.727116,17.6395,18.04388,22.73159,28.06828,46.39652,62.52098,82.78257,71.47004,45.17039,28.5554,17.7808,16.98585,276.6711,349.5358,424.1908,343.0754,11.1816,0,0,0,0.001935106,7.064077,72.23461,165.0256,6.917523,4.405972,2.495955,31.71359,40,33.98518,10.8802,7.202403,17.0181,25.65578,16.55241,10.82529,0.09919873,0.1268992,0.1674831,0.2992678,0.4758682,0.6471424,0.9942948,0.9692028,0.6685544,0.4301958,0.1674328,0.08830997
44.2111,-111.1917,0,-14.10333,-12.41567,-10.962,-5.887334,-1.16,2.638333,6.541334,5.776,0.8296667,-3.165,-9.359333,-12.91967,-3.483333,-0.1033333,2.633667,7.981333,14.08267,19.298,24.98866,23.76867,18.231,11.585,2.223667,-2.515,131.7797,90.53398,95.51234,71.06667,65.42933,75.54967,33.58733,42.65934,48.25867,56.78999,83.89633,116.1414,7.591313,6.417527,6.509181,19.5468,37.63882,50.69316,60.17897,49.81354,31.81773,22.86961,11.1587,8.838428,15.04803,15.38537,19.37423,23.35629,37.63882,51.05401,69.4732,60.41522,37.53418,23.94591,15.13153,14.49289,345.502,436.036,531.5483,465.4871,31.65793,0,0,0,0.01568406,10.1626,93.98917,210.1305,36.68105,30.26352,23.75435,61.56464,80,77.41786,50.80572,41.15346,52.25901,64.42918,53.34023,44.50182,0.1032474,0.1484345,0.1804238,0.3077431,0.4900464,0.6460065,0.9903248,0.9810975,0.6703905,0.4255895,0.1635223,0.1028955
42.3573,-112.3384,0,-10.72833,-8.988667,-7.848334,-3.939334,1.048,5.577667,9.563999,8.837001,5.133333,-0.306,-6.152999,-9.041333,-2.575333,0.04500001,2.307,7.188,12.92767,18.46967,24.34367,23.102,17.83933,10.40633,2.12,-1.597667,112.081,86.95335,79.30065,80.95998,54.94233,54.791,21.808,29.97633,36.19733,40.27934,79.87233,96.63,8.543275,8.116795,9.617408,17.06534,29.78205,41.24986,52.21087,43.22097,28.54622,18.58776,9.740398,8.540231,11.89005,12.05398,15.07969,18.53834,29.78205,41.58255,56.92585,49.80651,32.76848,19.71481,11.99313,11.48792,294.393,379.2153,451.519,366.0953,14.84582,0,0,0,0,4.16972,81.62725,178.2573,122.0372,116.0514,110.2787,157.6803,180,174.0596,143.5751,128.6043,132.9761,145.4549,138.1293,129.5891,0.1033963,0.1562179,0.2001634,0.3117651,0.4843961,0.7017806,1.093753,1.140814,0.6997917,0.4388629,0.1406321,0.07618462
43.6671,-111.3725,0,-11.919,-10.96233,-9.415667,-4.911333,0.04200001,3.914334,8.762666,7.927001,3.598334,-1.512333,-7.599999,-11.28333,-3.287667,-0.8376666,1.927333,6.227999,12.299,17.69367,23.54367,22.77267,17.68567,10.54533,1.596,-2.227667,92.472,66.12867,72.79934,67.01566,78.92367,73.455,38.47133,54.41235,59.33167,56.45067,65.61034,84.47868,9.999178,9.19205,10.5145,17.76433,34.77146,47.41441,62.35022,54.99339,35.61708,22.53502,12.44324,10.6158,14.3104,14.58515,18.33475,21.59524,34.77146,47.52539,66.93311,58.96322,38.02411,23.13847,14.40942,13.79752,252.0141,318.1427,389.6722,375.3472,32.63835,0,0,0,0,7.668564,72.59972,157.0784,92.90846,83.71641,74.47179,104.2961,140,138.2525,112.7385,107.2974,115.4588,124.8749,113.1109,102.4951,0.1388895,0.1492938,0.1835342,0.2790637,0.4643977,0.6438199,1.063973,1.079801,0.7497285,0.4241856,0.1887459,0.1308425
42.4924,-111.9724,0,-10.07867,-8.677001,-7.316001,-3.260666,1.632,6.229667,10.69167,10.09233,5.13,0.1103333,-5.539999,-8.538,-1.839333,0.7690001,3.144333,8.191999,14.347,19.933,25.55567,24.34167,19.062,11.961,3.03,-0.9793333,94.44765,82.10367,76.53401,78.07066,56.012,48.91034,19.79967,30.822,40.68867,36.61633,70.82934,85.40067,8.574153,8.107976,10.6742,24.72594,41.79634,56.53363,65.94204,52.6438,35.63086,24.72804,10.94793,8.362048,15.63505,15.86238,19.96215,25.70177,41.79634,58.40812,80.31104,70.60345,44.73462,27.641,15.92837,15.07538,247.1814,326.6083,387.5804,257.1214,2.417403,0,0,0,0,1.558642,66.72513,152.1258,91.50736,86.07604,84.47707,161.3752,180,162.6839,116.5415,94.7197,99.03769,109.3673,104.0823,95.72021,0.1104649,0.1420933,0.2000431,0.3374847,0.550369,0.8213262,1.283025,1.193102,0.7983977,0.4804972,0.1792118,0.1033652
42.5909,-111.2514,0,-12.048,-11.98533,-10.741,-6.045332,-1.392,2.661,6.877334,6.261001,1.816,-2.902667,-8.617333,-11.304,-2.616333,-0.2896667,1.941667,5.593,11.61167,16.84733,22.38233,21.268,15.96667,9.563999,1.502667,-1.417333,120.6467,90.47132,83.55399,85.49833,62.99966,61.15567,23.62267,32.14567,39.71066,48.32034,84.05967,114.1417,1.639839,0.7646535,0.4022078,9.319656,34.29923,46.51143,39.10071,32.01348,26.14465,19.71659,7.092357,3.1884,15.43136,15.63418,19.53235,22.10943,34.29923,46.97059,64.48088,56.72074,36.17781,22.87596,15.46853,14.90869,338.7372,429.2085,512.7625,550.5499,105.9746,0,0,0,0.02224413,14.05935,98.10191,212.2436,1.409819,0.645166,0.2429583,6.735337,20,18.8633,3.357005,2.656721,8.726163,13.14294,6.067688,2.879288,0.1410173,0.1466271,0.1819137,0.2709046,0.4309644,0.6164367,0.9630694,0.9325244,0.626695,0.401804,0.1774781,0.1353308
